subject,posture,selection,cursor,Unnamed: 0,...1,target,repetition,initial_contact_time,mean_error,best_record,threshold,required_target_size,mean_error_horizontal,mean_error_vertical,std_error_horizontal,std_error_vertical,mean_cursor_speed,overall_time,success,target_in_count,target_in_count_per_second,walk_speed,first_dwell_time,error,final_point_horizontal,final_point_vertical,final_cursor_speed,error_trial,dwelling_time,x_position,y_position,width,height
0,Stand,Click,Eye,256.25714285714287,4.085714285714285,4.085714285714285,2.4857142857142858,0.6774958571428539,,,,,,,,,,1.455960457142867,97.14285714285714,1.0857142857142856,,,,,0.03926194897890108,0.0376646003661981,3.480237341426418,2.857142857142857,0.778464600000013,-0.01836536027675826,-0.02188698408911366,,
0,Stand,Click,Hand,470.51428571428573,3.9714285714285715,3.9714285714285715,2.5142857142857142,1.4937559428571492,,,,,,,,,,3.121771085714291,82.85714285714286,1.3142857142857143,1.3786791030904615,0.06867728626508704,,,0.5403002654813709,1.739543122611273,3.024266882531754,17.142857142857142,1.6280151428571412,0.009772004095019113,0.026848360593883087,,
0,Stand,Click,Head,41.8125,4.25,4.25,2.40625,1.3001463124999972,,,,,,,,,,2.4442560312499957,84.375,1.25,1.7396378607751037,0.0858599032414164,,,0.1814369847930387,0.24649716686816936,2.815706153459994,15.625,1.1441097187499976,-0.016375164389336564,-0.017509605600440376,,
0,Stand,Dwell,Eye,363.5,4.0,4.0,2.5,0.7771819444444268,1.3334691907308678,,,2.529804366111111,0.21407624936433414,0.08580818025927128,0.5413999887204524,0.6083949210672168,3.734222102070084,1.8720099999999826,100.0,1.1111111111111112,1.0048354851984151,0.01712348112873155,0.8970099999999825,,,,,0.0,1.0948280555555558,0.0,0.0,1.8947419842039817,1.8880863472159786
0,Stand,Dwell,Hand,577.5,4.0,4.0,2.5,1.3252459722222154,2.2145747374006994,,,4.354067294722222,-0.09785483173483572,0.48887507336777325,1.2863694369576502,1.6141669072434985,5.071878670436133,2.5478639444444457,94.44444444444444,1.4166666666666667,1.1735772471870858,0.04795802868834154,1.4291240294117658,,,,,5.555555555555555,1.2226179722222301,0.0,0.0,3.956536160437638,4.085012195769395
0,Stand,Dwell,Head,149.5,4.0,4.0,2.5,1.2294221666666527,1.5118552646442847,,,3.4588141272222224,0.2597944578322774,0.3515419604621641,0.599221024834379,0.8291301648972196,3.791124580228426,2.379422583333318,100.0,1.1666666666666667,1.0189338695694565,0.06271267945058218,1.4044225833333184,,,,,0.0,1.150000416666665,0.0,0.0,1.7959446744347776,2.586777646699252
0,Treadmill,Click,Eye,265.74285714285713,3.914285714285714,3.914285714285714,2.5142857142857142,0.7069484771428566,,,,,,,,,,1.545857194285714,91.42857142857143,1.6857142857142857,2.0048606350615215,0.23825111191420933,,,0.47492755916141666,0.49096265131245054,10.230484380997359,8.571428571428571,0.838908717142857,0.02813736437177737,-0.004961376504769428,,
0,Treadmill,Click,Hand,480.0,4.0285714285714285,4.0285714285714285,2.5428571428571427,0.9671704285714331,,,,,,,,,,1.350805085714286,85.71428571428571,1.0857142857142856,3.3092108658923443,0.5452480744297887,,,0.1859178090600949,0.09988236558088948,10.759320414437195,14.285714285714286,0.3836346571428521,-0.024743582965269687,0.014285714285714285,,
0,Treadmill,Click,Head,52.75,4.0,4.0,2.5,0.9153371388888873,,,,,,,,,,1.5270538055555543,97.22222222222223,1.25,2.2544360820252307,0.3417919136684636,,,0.13809320124203944,-0.3717682153522225,8.130559445811665,2.7777777777777777,0.611716666666667,0.0,0.0,,
0,Treadmill,Dwell,Eye,372.5,4.0,4.0,2.5,0.568645722222224,1.4054305154770523,,,2.7953443027777776,0.4157815581811509,0.46989464933423164,1.0016158714570962,0.6949895077505231,8.969316661740917,1.789884611111109,100.0,1.4444444444444444,1.1471566993144366,0.1721250700739272,0.8148846111111084,,,,,0.0,1.2212388888888848,0.0,0.0,2.599479070507622,1.9203110689817702
